#IATA,FR name,EN name,Province,AUTO/MAN,Latitude,Longitude,Elevation,# ICAO,# WMO,# MSC,DST Time Zone / Fuseau horaire �t�, STD Time Zone / Fuseau horaire heure normale
WJN,HERSCHEL ILE,HERSCHEL ISLAND,YT,Auto,69.566667,-138.916667,1.2,CWJN,71501,2100636,PDT,PST
WJO,Jonqui�re,JONQUIERE,QC,Auto,48.433333,-71.15,135.6,CWJO,71617,7063370,EDT,EST
WJR,Creston,CRESTON,BC,Auto,49.083333,-116.5,646.21,CWJR,71770,114b1f0,MST,MST
WJT,Saint-Jovite,ST-JOVITE,QC,Auto,46.083333,-74.55,238.5,CWJT,71376,703gdkb,EDT,EST
WJU,Langara Island,LANGARA ISLAND RCS,BC,Auto,54.25,-133.066667,49,CWJU,71903,1054503,PDT,PST
WJV,Vernon,VERNON AUTO,BC,Auto,50.216667,-119.2,482,CWJV,71115,1128582,PDT,PST
WJW,Poste de garde de Jasper,JASPER WARDEN,AB,Auto,52.933333,-118.033333,1020,CWJW,71486,3053536,MDT,MST
WJX,A�roport de Leader,Leader Airport,SK,Auto,50.9,-109.5,675.5,CWJX,71459,402daf0,CST,CST
WKA,Grief Point,GRIEF POINT,BC,Auto,49.8,-124.533333,10,CWKA,1043304,PDT,PST,
WKB,Corner Brook,"CORNER BROOK, NFLD",NL,Auto,48.933333,-57.916667,151.8,CWKB,71973,8401298,NDT,NST
WKD,Bonnard,BONNARD 1,QC,Auto,50.733333,-71.016667,498,CWKD,71383,7060826,EDT,EST
WKF,Lillooet,LILLOOET,BC,Auto,50.683333,-121.933333,239.9,CWKF,71999,1114619,PDT,PST
WKG,Kejimkujik Park,"KEJIMKUJIK, N.S.",NS,Auto,44.4,-65.2,125.9,CWKG,71599,8202592,ADT,AST
WKH,Malahat,MALAHAT,BC,Auto,48.583333,-123.533333,365.76,CWKH,71774,1014820,PDT,PST
WKK,Little Flatland Island,LITTLE FLATLAND ISLAND (AUT),ON,Auto,49.683333,-88.3,261,CWKK,71468,6049470,EDT,EST
WKM,"KOMAKUK BEACH, YT","KOMAKUK BEACH, YT",YT,Auto,69.6,-140.183333,13.18,CWKM,71046,2100682,PDT,PST
WKO,Rockglen,Rockglen,SK,Auto,49.166667,-105.983333,917,CWKO,71135,4036844,CST,CST
WKP,"KEATS POINT , NT","KEATS POINT , NT",NT,Auto,69.666667,-121.666667,330.2,CWKP,71058,2202663,MDT,MST
WKS,Sikanni Chief,Sikanni Chief,BC,Manned,57.25,-122.717,937,CWKS,1187336,PDT,PST,
WKV,Hope Slide,Hope Slide,BC,Manned,49.2833,-121.233,687.8,CWKV,1113582,PDT,PST,
WKW,"CAPE KAKKIVIAK, NFLD","CAPE KAKKIVIAK, NFLD",NL,Auto,59.983333,-64.166667,551.11,CWKW,71176,8500920,ADT,AST
WKX,A�roport de Dease Lake Climat,DEASE LAKE AIRPORT (AUT),BC,Auto,58.433333,-130.033333,800.665,CWKX,71222,119blm0,PDT,PST
WLB,Lac La Biche,"Lac La Biche, Alta",AB,Auto,54.766667,-112.016667,565.95,CWLB,71316,3063686,MDT,MST
WLC,Phare de Lucy Islands,LUCY ISLAND,BC,Auto,54.3,-130.616667,26.2,CWLC,71220,1064728,PDT,PST
WLE,Lucky Lake,Lucky Lake,SK,Auto,50.95,-107.15,664.7,CWLE,71455,4024714,CST,CST
WLF,Lansdowne House,"LANSDOWNE HOUSE (AUT),ONTARIO",ON,Auto,52.183333,-87.95,253.4,CWLF,71846,6014353,EDT,EST
WLG,Little Chicago,LITTLE CHICAGO,NT,Auto,67.166667,-130.216667,62.5,CWLG,71164,220b6q3,MDT,MST
WLI,"LIVERPOOL BAY, NWT","LIVERPOOL BAY, NWT",NT,Auto,69.6,-130.916667,101.88,CWLI,71960,220B68C,MDT,MST
WLJ,Meadow Lake,MEADOW LAKE,SK,Auto,54.133333,-108.516667,481,CWLJ,71970,406n0nm,CST,CST
WLM,Victoria Gonzales,VICTORIA GONZALES,BC,Auto,48.416667,-123.333333,69,CWLM,71200,1018611,PDT,PST
WLP,Herbert Island,Herbert Island (AUT),BC,Auto,50.933333,-127.633333,14.2,CWLP,71485,1063461,PDT,PST
WLS,Mount Forest,"MOUNT FOREST , CS",ON,Auto,43.983333,-80.75,414.5,CWLS,71631,6145504,EDT,EST
WLV,Waskesiu Lake,Waskesiu Lake,SK,Auto,53.916667,-106.066667,569.4,CWLV,71454,4068559,CST,CST
WLX,"LONGSTAFF BLUFF, NWT","LONGSTAFF BLUFF, NWT",NU,Auto,68.9,-75.133333,160.76,CWLX,71091,2402684,EDT,EST
WLY,Lytton,Lytton,BC,Auto,50.23333,-121.56667,225,CWLY,71812,1114738,PDT,PST
WME,Cathedral Point,CATHEDRAL POINT (AUT) 71482,BC,Auto,52.183333,-127.466667,25.7,CWME,71482,1061458,PDT,PST
WMI,Miscou Island,"MISCOU ISLAND, N.B.",NB,Auto,48.016667,-64.5,5,CWMI,71719,8103050,ADT,AST
WMJ,A�roport de Maniwaki,MANIWAKI AIRPORT,QC,Auto,46.266667,-76,199.7,CWMJ,71721,7034482,EDT,EST
WMM,Pitt Meadows,PITT MEADOWS,BC,Auto,49.2,-122.683333,5,CWMM,71775,1106178,PDT,PST
WMQ,Maple Creek,"Maple Creek, SK RCS",SK,Auto,49.9,-109.466667,766.7,CWMQ,71453,4024919,CST,CST
WMT,Lac la Martre,LAC LA MARTRE,NT,Auto,63.133333,-117.25,271.3,CWMT,71163,2202678,MDT,MST
WMX,Mildred Lake,MILDRED LK.,AB,Auto,57.033333,-111.566667,310,CWMX,71255,3064528,MDT,MST
WMZ,Western Islands,"Western Island, Ont",ON,Auto,45.033333,-80.366667,191.1,CWMZ,71438,6119m51,EDT,EST
WNB,Southeast Shoal,"S.E. SHOAL , ONT",ON,Auto,41.833333,-82.466667,195.3,CWNB,71466,6137937,EDT,EST
WNC,Cobourg,"COBOURG, ONT",ON,Auto,43.95,-78.166667,77.7,CWNC,71431,6151684,EDT,EST
WND,Pelly Island,PELLY ISLAND,NT,Auto,69.633333,-135.433333,12.1,CWND,71502,2203095,MDT,MST
WNE,North Cape,NORTH CAPE,PE,Auto,47.05,-64,7.6,CWNE,71987,8300516,ADT,AST
WNH,Rivi�re-du-Loup,RIVIERE-DU-LOUP,QC,Auto,47.8,-69.55,146.5,CWNH,71715,7056616,EDT,EST
WNK,Carman,CARMAN U OF M CS,MB,Auto,49.5,-98.033333,268.2,CWNK,71147,502i001,CDT,CST
WNL,Great Duck Island,Great Duck Island ON,ON,Auto,45.65,-82.966667,182,CWNL,71462,6093005,EDT,EST
WNM,A�roport de Nelson,NELSON AIRPORT,BC,Auto,49.483333,-117.3,534.9,CWNM,71776,1145m29,PDT,PST
WNP,A�roport de Nakusp,NAKUSP AIRPORT,BC,Auto,50.266667,-117.816667,512.1,CWNP,71216,1145297,PDT,PST
WNQ,Nicolet,NICOLET,QC,Auto,46.216667,-72.65,8,CWNQ,71723,7025442,EDT,EST
WNR,Nakiska Ridgetop,NAKISKA RIDGETOP,AB,Auto,50.933333,-115.183333,2543,CWNR,71245,305mgff,MDT,MST
WNS,North East Margaree,NORTHEAST MARGAREE,NS,Auto,46.366667,-60.983333,54,CWNS,8204154,ADT,AST,
WNV,Macmillan Pass,MacMillan Pass,YT,Auto,63.25,-130.033333,1379,CWNV,71990,2100693,PDT,PST
WNZ,Nagagami,"NAGAGAMI, ONT.",ON,Auto,49.75,-84.166667,264,CWNZ,71832,6075543,EDT,EST
WOC,New Carlisle,NEW-CARLISLE 1,QC,Auto,48.016667,-65.333333,46.4,CWOC,71619,7055422,EDT,EST
WOD,Normandin,NORMANDIN,QC,Auto,48.85,-72.55,137.2,CWOD,71379,7065639,EDT,EST
WOE,Onefour AAC,ONEFOUR CDA,AB,Auto,49.116667,-110.466667,935,CWOE,71116,3044923,MDT,MST
WOI,Parc national Ivvavik,IVVAVIK,YT,Auto,69.15,-140.15,243.8,CWOI,71978,2100660,PDT,PST
WOJ,Oak Point Marine,OAK POINT,MB,Auto,50.633333,-98.033333,250.9,CWOJ,71144,504k0nm,CDT,CST
WOK,Elbow,ELBOW CS,SK,Auto,51.133333,-106.583333,595,CWOK,71450,4022359,CST,CST
WON,Dawson,DAWSON CITY RCS,YT,Auto,64.05,-139.133333,370,CWON,71966,2100lrp,PDT,PST
WOO,McCreary,MCCREARY,MB,Auto,50.716667,-99.533333,351,CWOO,71149,5043158,CDT,CST
WOV,Breton,BRETON PLOTS,AB,Auto,53.1,-114.433333,851.5,CWOV,71233,3010816,MDT,MST
WOY,Wynyard,Wynyard (AUT) SK,SK,Auto,51.766667,-104.2,560.1,CWOY,71865,40190ln,CST,CST
WPA,Hendrickson Creek,HENDRICKSON CREEK,AB,Auto,53.8,-118.45,1448,CWPA,71979,3063135,MDT,MST
WPC,Port Colborne,"PORT COLBORNE, ON",ON,Auto,42.866667,-79.25,183.5,CWPC,71463,613f606,EDT,EST
WPD,L'ETAPE,L'ETAPE,QC,Auto,47.566667,-71.233333,791.2,CWPD,71382,7015791,EDT,EST
WPE,Point Lepreau,"POINT LEPREAU, N.B.",NB,Auto,45.066667,-66.45,6,CWPE,71699,8104201,ADT,AST
WPF,Port d'Esquimalt,ESQUIMALT HARBOUR,BC,Auto,48.433333,-123.433333,3.01,CWPF,71798,1012710,PDT,PST
WPG,Portage Southport,PORTAGE SOUTHPORT,MB,Auto,49.9,-98.266667,272.7,CWPG,71851,5012324,CDT,CST
WPK,Parent,"PARENT, QUE",QC,Auto,47.916667,-74.616667,444.708,CWPK,71726,7075800,EDT,EST
WPL,Pickle Lake,PICKLE LAKE 'A' (AUT),ON,Auto,51.466667,-90.2,391,CWPL,71835,6016525,EST,EST
WPN,A�roport de Pemberton (vent),Pemberton Airport (Wind),BC,Auto,50.3,-122.733333,203,CWPN,1086081,PDT,PST,
WPO,Pilot Mound,PILOT MOUND,MB,Auto,49.2,-98.9,474.6,CWPO,71148,5022125,CDT,CST
WPR,A�roport de Princeton,PRINCETON AIRPORT,BC,Auto,49.466667,-120.516667,696.5,CWPR,71032,112fn0m,PDT,PST
WPS,Long Point,LONG POINT ON,ON,Auto,42.566667,-80.05,175,CWPS,71464,6134f10,EDT,EST
WPU,A�roport de Mont Puntzi,PUNTZI MOUNTAIN AIRPORT (Aut),BC,Auto,52.116667,-124.133333,909.8,CWPU,71050,1086558,PDT,PST
WPX,"CAPE PEEL WEST, NWT","CAPE PEEL WEST, NWT",NU,Auto,69.033333,-107.816667,165.33,CWPX,71064,2400697,MDT,MST
WPZ,A�roport de Burns Lake,BURNS LAKE DECKER LAKE AIRPORT,BC,Auto,54.383333,-125.966667,713.2,CWPZ,71952,1091174,PDT,PST
WQB,Qu�bec,QUEBEC,QC,Auto,46.8,-71.383333,60,CWQB,71714,701s001,EDT,EST
WQC,Port Alberni,PORT ALBERNI AIRPORT,BC,Auto,49.316667,-124.933333,76.2,CWQC,71475,1036b06,PDT,PST
WQD,Pointe de l'lslet,POINTE DE L'ISLET,QC,Auto,48.133333,-69.716667,7,CWQD,71190,7046059,EDT,EST
WQF,Rabbit Kettle,RABBIT KETTLE,NT,Auto,61.966667,-127.216667,618,CWQF,71980,2203342,MDT,MST
WQH,Lennoxville,LENNOXVILLE,QC,Auto,45.366667,-71.816667,181,CWQH,71611,7024280,EDT,EST
WQK,Phare de Race Rocks,RACE ROCKS,BC,Auto,48.3,-123.533333,31,CWQK,71778,1016640,PDT,PST
WQL,Lethbridge AAC,LETHBRIDGE CDA,AB,Auto,49.7,-112.783333,921.1,CWQL,71243,3033890,MDT,MST
WQM,Cap-Rouge,CAP ROUGE,QC,Auto,48.366667,-70.533333,7.3,CWQM,71186,7041166,EDT,EST
WQO,�le Bicquette,ILE BICQUETTE,QC,Auto,48.416667,-68.9,7,CWQO,71385,705lkpq,EDT,EST
WQP,Point Petre,"POINT PETRE, ONT.",ON,Auto,43.833333,-77.15,78.6,CWQP,71430,6156559,EDT,EST
WQQ,Lacombe AAC,LACOMBE CDA 2,AB,Auto,52.45,-113.75,860,CWQQ,71242,3023722,MDT,MST
WQR,�le aux Perroquets,ILE AUX PERROQUETS,QC,Auto,50.216667,-64.2,9,CWQR,71375,7043b79,EDT,EST
WQS,Kindakun Rocks,KINDAKUN ROCKS,BC,Auto,53.316667,-132.766667,14.2,CWQS,71472,1054222,PDT,PST
WQV,Pointe Claveau,POINTE CLAVEAU,QC,Auto,48.266667,-70.116667,4,CWQV,71189,704607c,EDT,EST
WQW,Cap Whittle,CAPE WHITTLE,QC,Auto,50.166667,-60.066667,7,CWQW,71374,7041100,ADT,AST
WQY,Hanbury River,"HANBURY RIVER, N.W.T.",NT,Auto,63.6,-105.133333,317.4,CWQY,71963,2202351,MDT,MST
WRA,Cape Race,"CAPE RACE, NFLD.",NL,Auto,46.65,-53.066667,26.5,CWRA,71800,8401000,NDT,NST
WRD,Red Earth,RED EARTH,AB,Auto,56.533333,-115.266667,546,CWRD,71246,3075488,MDT,MST
WRF,CAM FOUR NU,CAM FOUR NU,NU,Auto,68.433333,-89.716667,324.45,CWRF,71918,2303093,CDT,CST
WRH,"RESOLUTION ISLAND, NWT","RESOLUTION ISLAND, NWT",NU,Auto,61.583333,-64.65,368.53,CWRH,71972,2403602,EDT,EST
WRJ,A�roport de Rosetown,ROSETOWN EAST,SK,Auto,51.566667,-107.916667,586,CWRJ,71510,4046884,CST,CST
WRK,Bancroft,"BANCROFT, ONT",ON,Auto,45.066667,-77.883333,330.7,CWRK,71294,616i001,EDT,EST
WRM,Rocky Mountain House,Rocky Mountain House CS,AB,Auto,52.416667,-114.9,988.2,CWRM,71928,3015523,MDT,MST
WRN,Hart Island,"HART ISLAND, N.S.",NS,Auto,45.35,-60.983333,8.2,CWRN,71419,8202318,ADT,AST
WRO,Rose Spit,ROSE SPIT,BC,Auto,54.166667,-131.666667,6.6,CWRO,71477,1056869,PDT,PST
WRR,Rock River,Rock River YT,YT,Auto,66.983333,-136.216667,731,CWRR,71506,2100935,PDT,PST
WRT,Crowsnest,CROWSNEST,AB,Auto,49.616667,-114.483333,1303,CWRT,71236,3051r4r,MDT,MST
WRU,Solander Island,SOLANDER ISLAND,BC,Auto,50.116667,-127.933333,90.8,CWRU,71479,1037553,PDT,PST
WRV,Camrose,CAMROSE,AB,Auto,53.033333,-112.816667,739,CWRV,71254,3011240,MDT,MST
WRY,Milk River,MILK RIVER,AB,Auto,49.133333,-112.05,1050,CWRY,71244,3044533,MDT,MST
WRZ,Cap-d'Espoir,CAP-D'ESPOIR,QC,Auto,48.416667,-64.316667,15.4,CWRZ,71429,7051050,EDT,EST
WSA,�le de Sable,Sable Island,NS,Auto,43.92944,-59.95972,1.5,CWSA,71595,8204703,ADT,AST
WSB,Point Atkinson,POINT ATKINSON,BC,Auto,49.333333,-123.266667,16,CWSB,71037,1106200,PDT,PST
WSD,Summerside,SUMMERSIDE CS,PE,Auto,46.433333,-63.833333,12.2,CWSD,71702,8300596,ADT,AST
WSE,Stony Plain Climat,Edmonton Stony Plain,AB,Manned,53.53,-114.1,766,CWSE,71119,301222F,MDT,MST
WSF,Rivi�re-la-Madeleine,CAP-MADELEINE,QC,Auto,49.25,-65.333333,29,CWSF,71425,7051163,EDT,EST
WSG,Cap-Chat,CAP-CHAT,QC,Auto,49.116667,-66.65,5,CWSG,71428,705s002,EDT,EST
WSK,A�roport de Squamish,SQUAMISH AIRPORT,BC,Auto,49.783333,-123.166667,52.11,CWSK,71207,10476f0,PDT,PST
WSL,Salmon Arm,SALMON ARM,BC,Auto,50.7,-119.283333,350.52,CWSL,71218,116frmn,PDT,PST
WSN,London,LONDON CS ONTARIO,ON,Auto,43.033333,-81.15,278,CWSN,71622,6144478,EDT,EST
WSP,Sheringham Point,SHERINGHAM POINT,BC,Auto,48.383333,-123.916667,25,CWSP,71780,1017254,PDT,PST
WSQ,Parc national Aulavik,NANGMAGVIK LAKE,NT,Auto,74.133333,-119.983333,32,CWSQ,71974,2500440,MDT,MST
WSR,Spiritwood,SPIRITWOOD WEST,SK,Auto,53.366667,-107.55,584.3,CWSR,71133,4067723,CST,CST
WSS,St. Stephen,"St. Stephen, NB",NB,Auto,45.216667,-67.25,26.1,CWSS,71607,8104935,ADT,AST
WST,La Pocati�re,LA POCATIERE,QC,Auto,47.35,-70.033333,31,CWST,71713,7054096,EDT,EST
WSU,Sprague,SPRAGUE,MB,Auto,49.016667,-95.6,328.8,CWSU,71449,5022759,CDT,CST
WSV,A�roport de Blue River,BLUE RIVER AIRPORT,BC,Auto,52.133333,-119.283333,682.8,CWSV,71883,1160h99,PDT,PST
WSW,A�roport de Sparwood,Sparwood/Elk Valley,BC,Manned/Auto,49.83336,-114.88435,1158.2,CWSW,1157632,MDT,MST,
WSY,Sachs Harbour,SACHS HARBOUR,NT,Auto,72,-125.266667,87.5,CWSY,71467,2503648,MDT,MST
WSZ,Fisher Branch,"FISHER BRANCH, MAN",MB,Auto,51.083333,-97.216667,253,CWSZ,71442,50309j6,CDT,CST
WTA,McTavish,MC TAVISH,QC,Auto,45.5,-73.566667,72.8,CWTA,71612,7024745,EDT,EST
WTG,Pointe-des-Monts,POINTE-DES-MONTS,QC,Auto,49.316667,-67.383333,5.9,CWTG,71427,704f0pn,EDT,EST
WTH,Tetsa River,Tetsa River,BC,Manned,58.65,-123.95,810,CWTH,1195800,PDT,PST,
WTM,Marticot Island,"Marticot Island, NF",NL,Auto,47.333333,-54.566667,26.6,CWTM,71692,840kn90,ADT,AST
WTN,Cap Tourmente,CAP-TOURMENTE,QC,Auto,47.083333,-70.783333,6,CWTN,71384,7041jg6,EDT,EST
WTQ,Montr�al,MONTREAL/PIERRE ELLIOT TRUDEAU,QC,Auto,45.466667,-73.75,32.1,CWTQ,71183,702s006,EDT,EST
WTS,Scott AAC,SCOTT CDA,SK,Auto,52.366667,-108.833333,659.6,CWTS,71489,4047240,CST,CST
WTT,Lac Memphremagog,LAC MEMPHREMAGOG,QC,Auto,45.266667,-72.166667,208.7,CWTT,702cfgg,EDT,EST,
WTU,"TUKIALIK BAY, NFLD","TUKIALIK BAY, NFLD",NL,Auto,54.7,-58.35,682.63,CWTU,71179,8503992,ADT,AST
WTX,Royal Island,ROYAL ISLAND,ON,Auto,49.466667,-94.766667,329,CWTX,71859,6037201,CDT,CST
WTY,Trois-Rivi�res,TROIS-RIVIERES,QC,Auto,46.35,-72.516667,6,CWTY,71724,7018562,EDT,EST
WUK,Chapais,CHAPAIS,QC,Auto,49.816667,-74.983333,381.1,CWUK,71824,7091299,EDT,EST
WUM,Faro,FARO RCS,YT,Auto,62.2,-133.383333,716.6,CWUM,71949,2100518,PDT,PST
WUP,"CAPE HOOPER, NWT","CAPE HOOPER, NWT",NU,Auto,68.466667,-66.8,390.06,CWUP,71093,2400660,EDT,EST
WUS,Summerland,SUMMERLAND CDA,BC,Auto,49.566667,-119.65,454.2,CWUS,71768,112g8l1,PDT,PST
WUT,Shoal Lake,SHOAL LAKE,MB,Auto,50.45,-100.6,561.3,CWUT,71150,5012654,CDT,CST
WUX,La Baie,LA BAIE,QC,Auto,48.3,-70.916667,151.6,CWUX,71388,706q001,EDT,EST
WUY,Rouyn,ROUYN,QC,Auto,48.25,-79.033333,318,CWUY,71734,7086716,EDT,EST
WVC,Swift Current,"SWIFT CURRENT, SK RCS",SK,Auto,50.266667,-107.733333,825,CWVC,71446,4028060,CST,CST
WVD,"FOX FIVE, NU","FOX FIVE, NU",NU,Auto,67.533333,-63.783333,584.36,CWVD,71096,2400570,EDT,EST
WVF,Phare de Sand Heads,SANDHEADS,BC,Auto,49.1,-123.3,11,CWVF,71209,1107010,PDT,PST
WVH,"STORM HILLS, NWT","STORM HILLS, NWT",NT,Auto,68.9,-133.933333,260.78,CWVH,71052,220LQJJ,MDT,MST
WVI,Vegreville,VEGREVILLE AEC,AB,Auto,53.516667,-112.1,639.3,CWVI,71458,3016gf0,MDT,MST
WVN,Val Marie,VAL MARIE SE,SK,Auto,49.066667,-107.583333,796,CWVN,71137,4038412,CST,CST
WVO,Vauxhall AAC,VAUXHALL CDA CS,AB,Auto,50.05,-112.133333,779,CWVO,71251,3036682,MDT,MST
WVP,Parc provincial de Cypress Hills,CYPRESS HILLS,SK,Auto,49.65,-109.516667,1270.6,CWVP,71139,4031999,CST,CST
WVQ,Sainte-Anne-de-Bellevue,STE-ANNE-DE-BELLEVUE,QC,Auto,45.433333,-73.933333,39,CWVQ,71377,702fhl8,EDT,EST
WVT,Buffalo Narrows,Buffalo Narrows RCS - 23X,SK,Auto,55.833333,-108.433333,440.1,CWVT,71077,4060983,CST,CST
WVU,Brier Island,Brier Island,NS,Auto,44.283333,-66.35,27,CWVU,71988,8200604,ADT,AST
WVW,Grates Cove,"GRATES COVE, NFLD",NL,Auto,48.166667,-52.933333,17.9,CWVW,71336,840b053,NDT,NST
WWA,West Vancouver,WEST VANCOUVER AUT,BC,Auto,49.35,-123.2,170,CWWA,71784,1108824,PDT,PST
WWB,Pont levant de Burlington,BURLINGTON PIERS,ON,Auto,43.3,-79.8,77.4,CWWB,71437,6151061,EDT,EST
WWC,Collins Bay,Collins Bay,SK,Auto,58.216667,-103.666667,412.6,CWWC,71075,4061620,CST,CST
WWE,Western Head,"WESTERN HEAD, N.S.",NS,Auto,43.983333,-64.666667,10.06,CWWE,71411,8206240,ADT,AST
WWF,Weyburn,WEYBURN,SK,Auto,49.7,-103.8,588.6,CWWF,71452,401hp5r,CST,CST
WWK,White Rock,WHITE ROCK,BC,Auto,49.016667,-122.783333,13.01,CWWK,71785,1108910,PDT,PST
WWL,Bonilla Island,BONILLA ISLAND 71484,BC,Auto,53.5,-130.633333,14.9,CWWL,71484,1060r0k,PDT,PST
WWN,Peawanuck,PEAWANUCK  A (AUT),ON,Auto,54.983333,-85.433333,52,CWWN,71434,6016295,CDT,CST
WWO,Willow Creek (Jasper National Park),WILLOW CREEK 1,AB,Auto,53.383333,-118.35,1370,CWWO,71252,306ge70,MDT,MST
WWP,Wasagaming,WASAGAMING,MB,Auto,50.65,-99.933333,627.4,CWWP,71444,5013117,CDT,CST
WWQ,Muncho Lake,Muncho Lake,BC,Manned,59.0167,-125.767,836.5,CWWQ,1195251,PDT,PST,
WWS,George Island,"GEORGE ISLAND, MAN",MB,Auto,52.8,-97.633333,222.5,CWWS,71445,5030984,CDT,CST
WWX,�le Cove,COVE ISLAND ON.,ON,Auto,45.333333,-81.733333,180.7,CWWX,71439,61219j2,EDT,EST
WWZ,Port Weller,"Port Weller, Ont",ON,Auto,43.25,-79.216667,79,CWWZ,71432,6136699,EDT,EST
WXA,Bow Valley,BOW VALLEY,AB,Auto,51.083333,-115.066667,1297.5,CWXA,71232,3050778,MDT,MST
WXB,Roblin,ROBLIN,MB,Auto,51.183333,-101.366667,539.5,CWXB,71553,5012469,CDT,CST
WXC,Onatchiway,ONATCHIWAY,QC,Auto,48.9,-71.033333,304,CWXC,71387,7065738,EDT,EST
WXG,Last Mountain,Last Mountain 23X,SK,Auto,51.416667,-105.25,497,CWXG,71556,4014156,CST,CST
WXI,Ferolle Point,"Ferrole Point, NL. CR10x_V24",NL,Auto,51.016667,-57.1,7.8,CWXI,71406,8401565,NDT,NST
WXL,Bow Island Climat,BOW ISLAND,AB,Auto,49.616667,-111.45,838,CWXL,71231,3030768,MDT,MST
WXN,Stavely AAC,STAVELY WEST AAFC,AB,Auto,50.183333,-113.883333,1363.64,CWXN,71555,3036099,MDT,MST
WXP,Pangnirtung,Pangnirtung CS,NU,Auto,66.15,-65.716667,32,CWXP,71826,2403049,MDT,MST
WXR,"CROKER RIVER, NWT","CROKER RIVER, NWT",NU,Auto,69.266667,-119.216667,69.4,CWXR,71059,230J01Q,MDT,MST
WXS,Bas Caraquet,BAS CARAQUET,NB,Auto,47.8,-64.833333,5,CWXS,71598,8100467,ADT,AST
WYE,OUTLOOK  PFRA,OUTLOOK  PFRA,SK,Auto,51.483333,-107.05,541,CWYE,71551,4055736,CST,CST
WYF,Thomsen River,THOMSEN RIVER,NT,Auto,73.216667,-119.533333,41.5,CWYF,71916,2503886,MDT,MST
WYH,RAE LAKES,RAE LAKES,NT,Auto,64.1,-117.316667,223.2,CWYH,71165,2203359,MDT,MST
WYI,Pool's Island,"POOLS ISLAND, NF",NL,Auto,49.116667,-53.583333,9.7,CWYI,71931,840br7c,NDT,NST
WYJ,Universit� de Victoria,VICTORIA UNIVERSITY,BC,Auto,48.45,-123.3,60.1,CWYJ,71783,1018598,PDT,PST
WYK,"CAPE KIGLAPAIT, NFLD","CAPE KIGLAPAIT, NFLD",NL,Auto,57.133333,-61.466667,834.13,CWYK,71177,8500926,ADT,AST
WYL,Parc national de Yoho,YOHO PARK,BC,Auto,51.45,-116.35,1601,CWYL,71786,11790j1,MDT,MST
WYM,"CAPE MERCY, NWT","CAPE MERCY, NWT",NU,Auto,64.95,-63.566667,582.63,CWYM,71975,2400F63,EDT,EST
WYQ,Pointe-au-P�re,POINTE AU PERE,QC,Auto,48.516667,-68.466667,4.9,CWYQ,71554,7056068,EDT,EST
WYW,Armstrong,ARMSTRONG A (AUT),ON,Auto,50.283333,-88.916667,322.5,CWYW,71841,6040325,EDT,EST
WYY,Osoyoos,OSOYOOS AUT,BC,Auto,49.033333,-119.433333,282.9,CWYY,71215,1125852,PDT,PST
WZA,Agassiz,AGASSIZ RCS,BC,Auto,49.25,-121.766667,19.3,CWZA,71113,1100119,PDT,PST
WZB,"PORT AUX BASQUES, NFLD","PORT AUX BASQUES, NFLD",NL,Auto,47.566667,-59.15,39.7,CWZB,71197,8402975,NDT,NST
WZE,Carberry,CARBERRY MCDC,MB,Auto,49.9,-99.35,383.5,CWZE,71170,5010547,CDT,CST
WZF,Fredericton Aquatic Centre,Fredericton Aquatic Centre CS,NB,Auto,45.966667,-66.65,8.3,CWZF,8101507,ADT,AST,
WZG,Banff,BANFF CR23X,AB,Auto,51.2,-115.55,1396.9,CWZG,71122,3050519,MDT,MST
WZL,Cumshewa Island,CUMSHEWA ISLAND,BC,Auto,53.033333,-131.6,16.8,CWZL,71771,1062251,PDT,PST
WZN,Sagona Island,"Sagona Island, NL",NL,Auto,47.366667,-55.8,64,CWZN,71408,8403255,NDT,NST
WZO,Kelp Reefs,KELP REEFS,BC,Auto,48.55,-123.233333,0,CWZO,1013998,PDT,PST,
